BIB NO.,AGE,GENDER,CATEGORY,SWIM,T1,BIKE,T2,RUN
1766,29,F,F OPEN,00:21:49,00:09:03,01:39:50,00:01:35,00:55:04
1767,29,F,F OPEN,00:22:27,00:09:26,01:39:18,00:02:05,00:50:02
1770,29,F,F OPEN,00:20:34,00:06:58,01:28:39,00:03:20,00:49:45
1771,29,F,F OPEN,00:19:32,00:08:09,01:25:17,00:02:11,00:50:04
1773,29,F,F OPEN,00:25:50,00:14:49,02:09:41,00:04:44,01:22:39
1774,29,F,F OPEN,00:25:50,00:14:47,01:55:42,00:05:37,01:19:12
1775,29,F,F OPEN,00:24:20,00:18:37,01:49:20,00:08:31,00:57:03
1776,29,F,F OPEN,00:20:39,00:09:49,01:33:33,00:02:45,01:07:47
1777,29,F,F OPEN,00:22:38,00:06:54,01:31:06,00:01:47,00:52:25
1778,29,F,F OPEN,00:25:24,00:15:28,02:04:33,00:03:58,01:11:57
1779,29,F,F OPEN,00:18:35,00:05:30,01:27:47,00:02:05,01:01:21
1780,30,F,F OPEN,00:21:49,00:10:09,01:39:01,00:03:38,00:56:49
1781,30,F,F OPEN,00:23:29,00:09:52,01:26:34,00:04:47,00:55:32
1782,30,F,F OPEN,00:24:42,00:12:58,01:41:16,00:05:50,01:02:11
1783,30,F,F OPEN,00:18:51,00:05:32,01:23:00,00:01:15,00:43:32
1784,30,F,F OPEN,00:24:08,00:14:46,02:01:40,00:03:28,01:17:03
1786,30,F,F OPEN,00:21:40,00:10:26,01:56:47,00:04:44,00:57:26
1788,30,F,F OPEN,00:21:24,00:12:16,01:44:32,00:07:13,00:51:07
1789,30,F,F OPEN,00:27:15,00:13:59,02:02:14,00:09:00,01:06:51
1790,30,F,F OPEN,00:21:22,00:07:32,01:36:18,00:02:04,00:55:18
1791,30,F,F OPEN,00:20:49,00:06:27,01:23:44,00:02:39,00:44:38
1793,30,F,F OPEN,00:25:01,00:24:19,02:02:08,00:08:31,01:29:20
1794,30,F,F OPEN,00:29:49,00:13:42,02:01:48,00:07:11,01:09:47
1795,30,F,F OPEN,00:23:03,00:06:49,01:36:02,00:02:49,00:51:50
1796,30,F,F OPEN,00:23:29,00:16:10,01:56:47,00:14:17,01:10:55
1797,30,F,F OPEN,00:26:07,00:10:27,01:54:33,00:04:44,01:14:34
1798,30,F,F OPEN,00:21:38,00:08:51,01:50:40,00:04:14,00:56:31
1799,30,F,F OPEN,00:22:15,00:09:05,01:31:32,00:03:36,01:18:18
1800,30,F,F OPEN,00:21:49,00:06:29,01:21:33,00:01:54,00:53:09
1804,30,F,F OPEN,00:24:57,00:09:41,01:49:42,00:04:58,01:09:46
1805,30,F,F OPEN,00:19:42,00:10:49,01:37:27,00:04:12,00:56:25
1806,30,F,F OPEN,00:20:09,00:09:30,01:25:53,00:03:06,00:49:43
1807,30,F,F OPEN,00:15:42,00:05:28,01:16:59,00:01:29,00:43:51
1808,30,F,F OPEN,00:23:35,00:07:05,01:22:55,00:02:29,00:45:42
1809,30,F,F OPEN,00:24:40,00:14:04,02:26:39,00:03:37,01:32:28
1811,30,F,F OPEN,00:26:25,00:13:02,01:41:22,00:02:56,01:10:17
1812,30,F,F OPEN,00:17:29,00:09:22,01:34:17,00:02:26,01:03:00
1814,30,F,F OPEN,00:21:24,00:09:29,01:41:58,00:02:29,01:08:01
1816,30,F,F OPEN,00:23:54,00:09:12,01:44:24,00:02:31,00:59:46
1817,30,F,F OPEN,00:25:15,00:10:25,01:43:26,00:04:28,01:00:21
1818,30,F,F OPEN,00:19:22,00:05:20,01:20:50,00:01:31,00:48:41
1819,30,F,F OPEN,00:25:57,00:14:47,01:52:37,00:13:34,01:28:33
1820,30,F,F OPEN,00:26:02,00:12:39,01:51:43,00:08:57,01:11:12
1821,30,F,F OPEN,00:22:31,00:10:47,01:31:44,00:02:14,00:56:08
1822,30,F,F OPEN,00:19:22,00:06:34,01:29:36,00:01:41,00:56:31
1829,30,F,F OPEN,00:24:45,00:07:58,01:32:08,00:01:26,00:52:44
1830,30,F,F OPEN,00:21:28,00:08:50,01:34:10,00:05:22,01:13:51
1832,30,F,F OPEN,00:29:26,00:11:42,01:39:18,00:05:56,01:07:01
1833,30,F,F OPEN,00:23:17,00:17:05,01:50:06,00:05:26,01:06:21
1834,30,F,F OPEN,00:21:04,00:13:13,01:35:18,00:06:16,00:55:54
1835,30,F,F OPEN,00:23:49,00:05:53,01:25:34,00:01:29,00:46:30
1836,30,F,F OPEN,00:21:32,00:17:33,01:39:37,00:04:59,00:56:37
1837,30,F,F OPEN,00:20:43,00:07:57,01:23:22,00:02:22,01:06:09
1838,30,F,F OPEN,00:16:06,00:05:59,01:18:12,00:01:34,00:48:46
1840,31,F,F OPEN,00:20:37,00:06:51,01:18:50,00:02:27,00:57:34
1841,31,F,F OPEN,00:28:26,00:14:02,01:55:23,00:04:24,01:15:17
1843,31,F,F OPEN,00:20:46,00:09:07,01:39:01,00:03:48,01:00:17
1844,31,F,F OPEN,00:20:06,00:09:34,01:52:00,00:02:02,01:02:55
1846,31,F,F OPEN,00:20:24,00:07:32,01:38:36,00:02:44,00:56:36
1847,31,F,F OPEN,00:20:05,00:10:00,01:24:32,00:05:18,00:55:41
1848,31,F,F OPEN,00:22:28,00:07:19,01:22:57,00:02:08,00:52:53
1849,31,F,F OPEN,00:20:49,00:08:07,01:27:08,00:03:21,01:06:25
1851,31,F,F OPEN,00:20:45,00:06:22,01:30:40,00:02:19,00:48:33
1853,31,F,F OPEN,00:24:29,00:15:53,01:51:38,00:03:55,01:05:34
1855,31,F,F OPEN,00:19:09,00:07:07,01:25:52,00:03:00,00:56:23
1857,31,F,F OPEN,00:23:38,00:09:07,01:34:41,00:05:08,00:51:41
1860,31,F,F OPEN,00:26:13,00:15:08,02:02:34,00:05:01,01:25:34
1861,31,F,F OPEN,00:21:31,00:08:15,01:26:48,00:02:41,00:47:28
1862,31,F,F OPEN,00:21:21,00:09:46,01:34:22,00:03:39,00:58:07
1863,31,F,F OPEN,00:17:23,00:09:11,01:44:35,00:02:33,01:05:09
1864,31,F,F OPEN,00:20:03,00:08:02,01:26:27,00:02:41,00:50:44
1866,31,F,F OPEN,00:28:51,00:13:43,01:45:09,00:03:39,01:10:32
1869,31,F,F OPEN,00:19:22,00:06:48,01:25:46,00:03:13,00:47:18
1870,31,F,F OPEN,00:20:59,00:11:55,01:53:32,00:04:22,00:57:33
1871,31,F,F OPEN,00:21:56,00:08:55,01:24:09,00:03:39,00:56:08
1872,31,F,F OPEN,00:21:57,00:10:43,01:26:53,00:02:30,00:56:13
1873,31,F,F OPEN,00:17:59,00:07:33,01:44:09,00:02:30,01:02:43
1874,31,F,F OPEN,00:19:44,00:09:28,01:41:38,00:03:47,01:12:18
1876,31,F,F OPEN,00:22:30,00:09:26,02:02:16,00:02:37,00:56:30
1877,31,F,F OPEN,00:30:22,00:10:02,01:54:57,00:04:08,01:04:01
1878,31,F,F OPEN,00:19:59,00:06:25,01:20:48,00:01:42,00:48:31
1879,31,F,F OPEN,00:24:35,00:10:59,01:51:24,00:02:36,01:17:12
1881,31,F,F OPEN,00:22:05,00:14:12,01:41:33,00:07:02,01:09:01
1882,31,F,F OPEN,00:21:15,00:06:49,01:37:49,00:02:49,00:52:50
1886,31,F,F OPEN,00:20:17,00:11:54,01:37:04,00:02:08,00:54:15
1887,31,F,F OPEN,00:20:52,00:08:43,01:52:24,00:03:43,00:58:53
1888,31,F,F OPEN,00:21:37,00:08:32,01:26:06,00:02:23,00:59:24
1889,31,F,F OPEN,00:23:37,00:08:13,01:35:05,00:02:56,00:56:26
1892,31,F,F OPEN,00:19:25,00:07:42,01:25:12,00:02:05,00:54:19
1893,31,F,F OPEN,00:21:48,00:10:46,01:39:11,00:03:20,01:01:30
1894,31,F,F OPEN,00:21:03,00:07:05,01:21:43,00:01:39,00:50:09
1895,31,F,F OPEN,00:24:32,00:08:16,01:23:43,00:02:31,01:13:42
1896,31,F,F OPEN,00:24:55,00:09:01,01:26:55,00:01:52,00:53:53
1897,31,F,F OPEN,00:20:45,00:16:57,02:08:46,00:05:23,01:24:09
1898,31,F,F OPEN,00:19:47,00:07:07,01:16:00,00:01:46,00:56:36
1899,31,F,F OPEN,00:21:09,00:13:00,01:40:10,00:02:35,00:57:03
1900,32,F,F OPEN,00:19:19,00:07:07,01:30:49,00:01:37,00:49:15
1901,32,F,F OPEN,00:24:33,00:09:24,01:38:49,00:03:18,01:01:33
1903,32,F,F OPEN,00:22:37,00:09:12,01:26:35,00:03:48,00:56:56
1904,32,F,F OPEN,00:25:39,00:24:16,01:50:04,00:12:02,01:11:18
1905,32,F,F OPEN,00:20:41,00:07:02,01:27:26,00:02:54,00:59:12
1906,32,F,F OPEN,00:26:53,00:14:07,02:31:11,00:07:30,01:07:58
1908,32,F,F OPEN,00:22:35,00:09:21,01:35:10,00:02:51,01:08:30
1909,32,F,F OPEN,00:21:10,00:09:09,01:33:13,00:02:34,00:58:32
1912,32,F,F OPEN,00:20:27,00:11:18,02:00:46,00:10:04,01:14:21
1913,32,F,F OPEN,00:21:42,00:09:48,01:42:40,00:04:00,01:03:11
1915,32,F,F OPEN,00:19:46,00:07:52,01:26:57,00:02:42,00:58:29
1916,32,F,F OPEN,00:22:42,00:07:57,01:31:54,00:02:34,01:07:39
1917,32,F,F OPEN,00:24:00,00:09:34,01:48:52,00:03:16,00:59:38
1918,32,F,F OPEN,00:17:19,00:05:42,01:14:58,00:01:56,00:49:21
1919,32,F,F OPEN,00:21:13,00:08:39,01:37:38,00:02:06,01:05:07
1920,32,F,F OPEN,00:26:55,00:16:09,01:52:29,00:06:59,01:24:40
1921,32,F,F OPEN,00:19:58,00:07:17,01:34:28,00:02:22,00:59:13
1923,32,F,F OPEN,00:18:11,00:07:24,01:20:54,00:02:06,00:49:40
1924,32,F,F OPEN,00:18:01,00:07:17,01:30:28,00:02:21,00:48:16
1925,32,F,F OPEN,00:18:24,00:08:57,01:32:06,00:02:17,01:13:33
1926,32,F,F OPEN,00:19:03,00:12:30,01:37:57,00:02:50,00:57:41
1930,32,F,F OPEN,00:17:26,00:11:18,01:59:39,00:03:05,01:20:30
1932,32,F,F OPEN,00:17:56,00:06:19,01:22:43,00:01:49,00:53:13
1933,32,F,F OPEN,00:22:28,00:07:53,01:28:30,00:03:55,01:07:52
1934,32,F,F OPEN,00:23:27,00:15:02,01:45:30,00:08:07,00:55:48
1936,32,F,F OPEN,00:19:11,00:10:04,01:39:13,00:04:33,01:09:02
1937,32,F,F OPEN,00:23:38,00:06:59,01:23:36,00:02:38,00:47:06
1938,32,F,F OPEN,00:22:28,00:07:22,01:29:36,00:03:08,00:48:28
1939,32,F,F OPEN,00:19:48,00:07:15,01:26:23,00:01:52,00:47:39
1942,32,F,F OPEN,00:29:40,00:11:48,01:58:30,00:05:09,01:12:28
1943,32,F,F OPEN,00:21:32,00:08:47,01:25:17,00:03:32,00:57:00
1944,32,F,F OPEN,00:17:56,00:06:50,01:48:11,00:02:36,01:10:34
1945,32,F,F OPEN,00:17:28,00:07:14,01:31:19,00:01:50,00:59:50
1948,32,F,F OPEN,00:16:22,00:06:01,01:22:32,00:01:50,00:50:09
1949,32,F,F OPEN,00:20:49,00:11:46,01:39:17,00:04:43,01:03:58
1950,32,F,F OPEN,00:19:03,00:06:19,01:20:01,00:01:53,00:47:45
1951,32,F,F OPEN,00:20:20,00:09:57,01:36:00,00:02:15,00:51:25
1952,32,F,F OPEN,00:18:33,00:08:07,01:42:30,00:02:38,00:57:53
1954,32,F,F OPEN,00:22:16,00:09:37,01:24:44,00:03:30,00:53:50
1955,32,F,F OPEN,00:31:53,00:10:10,02:13:21,00:05:31,01:12:42
1956,32,F,F OPEN,00:29:22,00:12:54,01:47:30,00:04:04,01:08:12
1958,32,F,F OPEN,00:18:08,00:09:42,01:40:06,00:04:11,00:58:37
1959,32,F,F OPEN,00:23:07,00:13:21,02:06:10,00:03:22,01:06:34
1960,32,F,F OPEN,00:23:34,00:09:54,01:23:45,00:03:16,01:01:58
1964,32,F,F OPEN,00:18:14,00:05:53,01:29:32,00:01:09,00:58:35
1965,32,F,F OPEN,00:23:51,00:12:39,01:33:01,00:06:05,00:49:21
1966,32,F,F OPEN,00:27:16,00:10:12,01:39:20,00:02:56,01:02:45
1967,32,F,F OPEN,00:34:00,00:25:32,01:51:41,00:03:17,01:06:09
1969,32,F,F OPEN,00:18:37,00:09:10,01:45:57,00:02:57,01:12:55
1970,32,F,F OPEN,00:21:44,00:14:46,01:46:01,00:05:21,01:07:56
1971,32,F,F OPEN,00:27:57,00:15:19,01:57:14,00:06:07,00:56:37
1974,33,F,F OPEN,00:17:49,00:05:57,01:18:06,00:01:45,00:49:32
1975,33,F,F OPEN,00:22:36,00:06:23,01:22:53,00:02:10,00:45:53
1977,33,F,F OPEN,00:22:12,00:08:15,01:28:51,00:02:29,01:11:35
1979,33,F,F OPEN,00:20:20,00:06:38,01:37:28,00:02:10,00:58:13
1980,33,F,F OPEN,00:24:15,00:09:43,01:39:06,00:03:23,01:01:21
1983,33,F,F OPEN,00:22:35,00:07:34,01:36:55,00:02:18,00:51:03
1984,33,F,F OPEN,00:19:03,00:07:58,01:30:22,00:03:34,00:47:58
1987,33,F,F OPEN,00:19:49,00:07:05,01:30:58,00:01:27,00:59:53
1988,33,F,F OPEN,00:23:43,00:09:34,01:38:21,00:02:47,01:05:43
1990,33,F,F OPEN,00:19:19,00:06:10,01:21:10,00:03:14,00:55:01
1992,33,F,F OPEN,00:20:01,00:05:48,01:29:50,00:02:46,00:54:26
1993,33,F,F OPEN,00:17:34,00:07:14,01:29:55,00:02:21,01:00:49
1996,33,F,F OPEN,00:22:09,00:05:51,01:30:57,00:02:00,00:58:51
1997,33,F,F OPEN,00:28:13,00:14:07,01:42:06,00:07:59,01:06:33
1998,33,F,F OPEN,00:38:21,00:21:38,02:48:09,00:09:07,01:38:17
1999,33,F,F OPEN,00:24:08,00:08:29,01:30:27,00:02:16,01:05:10
2005,33,F,F OPEN,00:23:10,00:06:14,01:20:27,00:03:30,00:54:33
2006,33,F,F OPEN,00:19:38,00:06:37,01:31:05,00:01:55,00:44:52
2007,33,F,F OPEN,00:30:01,00:13:30,03:01:18,00:05:43,01:22:13
2008,33,F,F OPEN,00:21:15,00:08:33,01:39:35,00:03:29,00:57:36
2009,33,F,F OPEN,00:20:47,00:10:21,01:30:59,00:03:55,00:58:18
2010,33,F,F OPEN,00:25:10,00:07:02,01:24:15,00:02:40,00:48:41
2013,33,F,F OPEN,00:20:31,00:11:06,01:37:11,00:02:52,01:13:25
2016,33,F,F OPEN,00:23:27,00:09:09,01:46:25,00:03:29,00:59:28
2017,33,F,F OPEN,00:22:09,00:11:03,01:49:57,00:05:38,01:06:09
2018,33,F,F OPEN,00:22:59,00:10:15,01:44:09,00:02:59,00:56:26
2020,33,F,F OPEN,00:21:04,00:09:03,01:40:35,00:02:30,01:00:46
2021,33,F,F OPEN,00:24:52,00:12:02,01:52:21,00:02:59,00:55:07
2022,33,F,F OPEN,00:21:35,00:07:54,01:36:37,00:01:41,00:45:21
2023,33,F,F OPEN,00:22:35,00:08:12,01:35:11,00:02:54,01:00:19
2024,33,F,F OPEN,00:21:54,00:12:23,01:32:53,00:06:41,01:04:53
2025,33,F,F OPEN,00:23:44,00:11:06,01:31:54,00:04:22,00:52:21
2027,33,F,F OPEN,00:28:14,00:18:28,01:45:23,00:04:00,01:11:39
2028,33,F,F OPEN,00:22:46,00:06:44,01:20:58,00:01:59,00:50:23
2031,33,F,F OPEN,00:19:21,00:07:08,01:17:04,00:02:29,00:48:29
2033,33,F,F OPEN,00:21:32,00:07:06,01:40:58,00:01:54,01:00:48
2035,33,F,F OPEN,00:22:32,00:09:27,01:28:21,00:02:12,00:56:43
2036,33,F,F OPEN,00:18:17,00:07:53,01:30:38,00:03:23,00:52:46
2037,33,F,F OPEN,00:20:30,00:07:23,01:27:21,00:01:55,00:47:22
2038,34,F,F OPEN,00:20:37,00:09:47,01:57:22,00:02:53,01:18:47
2039,34,F,F OPEN,00:19:42,00:08:39,01:30:27,00:02:34,00:57:23
2042,34,F,F OPEN,00:18:43,00:06:22,01:17:07,00:02:09,00:42:51
2043,34,F,F OPEN,00:23:51,00:11:18,01:37:13,00:03:29,01:04:16
2044,34,F,F OPEN,00:24:38,00:11:29,01:55:29,00:04:23,01:22:55
2047,34,F,F OPEN,00:21:54,00:09:22,01:43:30,00:01:50,01:03:39
2049,34,F,F OPEN,00:22:01,00:06:21,01:33:10,00:02:00,01:00:15
2054,34,F,F OPEN,00:21:46,00:06:40,01:25:55,00:02:38,00:52:48
2056,34,F,F OPEN,00:23:54,00:07:57,01:38:41,00:02:32,01:01:58
2057,34,F,F OPEN,00:17:56,00:06:55,01:34:50,00:02:29,00:51:30
2059,34,F,F OPEN,00:21:51,00:10:09,01:37:34,00:04:16,01:08:40
2060,34,F,F OPEN,00:20:50,00:07:39,01:29:04,00:02:31,00:59:46
2061,34,F,F OPEN,00:25:00,00:10:41,01:38:44,00:06:10,01:10:19
2063,34,F,F OPEN,00:26:58,00:10:37,01:44:06,00:04:12,00:58:32
2066,34,F,F OPEN,00:19:14,00:07:40,01:32:04,00:03:37,01:00:08
2067,34,F,F OPEN,00:19:43,00:06:50,01:35:59,00:01:49,01:02:39
2068,34,F,F OPEN,00:22:00,00:09:22,01:45:20,00:03:23,01:07:08
2070,34,F,F OPEN,00:21:06,00:06:14,01:29:37,00:01:48,00:52:58
2071,34,F,F OPEN,00:20:22,00:09:51,01:42:19,00:05:18,01:03:18
2072,34,F,F OPEN,00:20:23,00:17:49,01:53:33,00:07:22,01:12:00
2076,34,F,F OPEN,00:19:51,00:07:02,01:24:09,00:02:03,00:49:58
2077,34,F,F OPEN,00:32:05,00:10:14,01:53:21,00:04:04,01:00:30
2080,34,F,F OPEN,00:20:55,00:06:49,01:23:28,00:02:13,00:50:28
2082,34,F,F OPEN,00:21:52,00:08:25,01:27:36,00:02:07,00:57:35
2083,34,F,F OPEN,00:23:49,00:11:42,01:59:05,00:05:07,01:02:57
2084,34,F,F OPEN,00:25:11,00:09:08,01:41:58,00:03:51,00:56:57
2086,34,F,F OPEN,00:17:34,00:04:56,01:20:11,00:01:07,00:45:00
2088,34,F,F OPEN,00:21:20,00:10:58,01:45:35,00:02:45,00:50:28
2089,34,F,F OPEN,00:22:53,00:14:36,03:00:02,00:04:30,01:22:55
2091,34,F,F OPEN,00:22:15,00:09:01,01:31:21,00:01:57,00:53:05
2093,35,F,F OPEN,00:18:37,00:05:50,01:22:53,00:01:31,00:44:18
2094,35,F,F OPEN,00:22:34,00:10:46,01:22:10,00:04:21,00:54:07
2096,35,F,F OPEN,00:21:22,00:07:32,01:27:45,00:03:51,00:56:08
2097,35,F,F OPEN,00:20:05,00:05:43,01:28:13,00:01:33,00:49:54
2099,35,F,F OPEN,00:17:03,00:06:39,01:26:56,00:01:26,00:49:07
2101,35,F,F OPEN,00:27:28,00:12:00,01:35:45,00:03:57,01:06:28
2103,35,F,F OPEN,00:19:03,00:12:06,01:43:48,00:06:59,01:16:32
2104,35,F,F OPEN,00:25:06,00:11:23,01:33:34,00:03:04,00:56:11
2105,35,F,F OPEN,00:21:46,00:12:50,01:31:19,00:04:19,00:54:03
2106,35,F,F OPEN,00:18:48,00:09:20,01:30:12,00:07:27,00:55:17
2107,35,F,F OPEN,00:23:02,00:09:57,01:35:20,00:02:51,00:56:02
2108,35,F,F OPEN,00:22:24,00:09:32,01:52:31,00:03:20,01:16:51
2109,35,F,F OPEN,00:20:59,00:09:38,01:28:58,00:05:06,01:20:33
2112,35,F,F OPEN,00:20:59,00:08:58,01:32:27,00:02:17,00:54:43
2113,35,F,F OPEN,00:20:32,00:10:02,01:42:23,00:03:27,00:56:37
2114,35,F,F OPEN,00:23:14,00:08:34,01:42:27,00:02:00,00:59:22
2117,35,F,F OPEN,00:19:53,00:16:35,01:58:39,00:03:32,01:18:59
2118,35,F,F OPEN,00:25:56,00:12:44,01:54:36,00:04:38,00:57:35
2119,35,F,F OPEN,00:24:33,00:06:00,01:21:42,00:01:18,00:53:40
2122,35,F,F OPEN,00:28:31,00:10:13,01:53:46,00:03:52,01:07:42
2124,35,F,F OPEN,00:24:11,00:12:27,01:47:53,00:02:04,01:02:59
2125,35,F,F OPEN,00:19:16,00:09:21,01:32:34,00:03:03,00:59:01
2126,35,F,F OPEN,00:24:29,00:10:40,01:41:40,00:03:44,01:06:08
2127,35,F,F OPEN,00:16:40,00:06:28,01:30:59,00:02:04,00:50:40
2128,35,F,F OPEN,00:33:20,00:16:50,01:48:23,00:05:02,01:13:36
2129,35,F,F OPEN,00:18:40,00:05:39,01:18:48,00:01:08,00:45:27
2130,35,F,F OPEN,00:24:31,00:08:24,01:34:34,00:02:29,00:59:24
2132,35,F,F OPEN,00:17:36,00:04:50,01:17:12,00:01:33,00:41:17
2133,35,F,F OPEN,00:22:05,00:10:32,01:51:22,00:02:57,01:14:49
2135,35,F,F OPEN,00:25:57,00:08:25,01:50:26,00:02:23,01:09:36
2138,35,F,F OPEN,00:18:03,00:09:29,01:29:46,00:05:38,00:58:06
2139,35,F,F OPEN,00:20:18,00:10:03,01:43:04,00:02:53,01:03:29
2140,35,F,F OPEN,00:25:21,00:11:55,01:51:55,00:04:01,01:23:47
2141,35,F,F OPEN,00:27:37,00:13:50,01:53:35,00:04:16,00:50:49
2143,35,F,F OPEN,00:19:15,00:08:46,01:43:06,00:02:38,01:13:23
2145,35,F,F OPEN,00:21:06,00:15:55,01:45:29,00:04:32,00:58:25
2147,35,F,F OPEN,00:22:37,00:06:43,01:23:50,00:01:43,00:54:25
2148,35,F,F OPEN,00:17:33,00:05:44,01:21:13,00:01:33,00:44:43
2150,35,F,F OPEN,00:19:53,00:05:22,01:27:04,00:01:25,00:55:41
2152,35,F,F OPEN,00:22:01,00:08:20,01:30:47,00:02:19,01:02:03
2153,35,F,F OPEN,00:31:56,00:15:54,01:53:10,00:04:53,01:09:23
2154,35,F,F OPEN,00:24:21,00:07:59,01:31:04,00:02:21,00:54:08
2155,36,F,F OPEN,00:23:03,00:12:03,01:41:56,00:04:39,01:00:22
2156,36,F,F OPEN,00:17:21,00:05:50,01:18:36,00:02:23,00:47:02
2157,36,F,F OPEN,00:18:00,00:05:40,01:29:05,00:01:27,00:55:01
2158,36,F,F OPEN,00:21:39,00:09:12,01:33:16,00:04:58,00:56:51
2159,36,F,F OPEN,00:22:20,00:10:03,01:30:00,00:02:36,01:03:14
2160,36,F,F OPEN,00:23:54,00:08:26,01:33:46,00:02:41,01:04:39
2161,36,F,F OPEN,00:25:10,00:07:10,01:38:36,00:03:48,01:04:27
2162,36,F,F OPEN,00:38:00,00:14:42,02:47:45,00:06:41,01:39:33
2163,36,F,F OPEN,00:25:40,00:13:22,01:55:15,00:03:38,01:23:37
2164,36,F,F OPEN,00:22:32,00:10:53,01:36:49,00:02:52,00:47:20
2165,36,F,F OPEN,00:17:15,00:06:59,01:20:47,00:01:43,00:51:12
2168,36,F,F OPEN,00:22:34,00:10:04,01:25:31,00:04:52,00:50:49
2169,36,F,F OPEN,00:18:55,00:08:23,01:42:05,00:04:14,01:27:30
2172,36,F,F OPEN,00:24:17,00:14:24,01:39:40,00:05:55,01:04:10
2173,36,F,F OPEN,00:20:43,00:05:33,01:25:42,00:01:26,00:53:43
2174,36,F,F OPEN,00:26:06,00:09:37,01:30:15,00:02:11,01:03:28
2176,36,F,F OPEN,00:24:07,00:10:13,01:41:52,00:04:01,01:02:10
2179,36,F,F OPEN,00:27:52,00:17:48,01:49:37,00:08:25,01:08:19
2180,36,F,F OPEN,00:17:30,00:07:23,01:26:36,00:03:31,00:56:37
2182,36,F,F OPEN,00:21:49,00:16:16,02:01:55,00:06:34,01:04:44
2184,36,F,F OPEN,00:20:10,00:09:50,01:29:30,00:02:46,00:54:56
2186,36,F,F OPEN,00:23:46,00:06:26,01:25:12,00:01:30,00:48:47
2188,36,F,F OPEN,00:21:06,00:08:18,01:29:11,00:02:08,00:54:13
2189,36,F,F OPEN,00:22:35,00:11:18,01:39:19,00:04:13,00:56:51
2190,36,F,F OPEN,00:19:10,00:09:51,01:31:50,00:04:01,00:55:59
2191,36,F,F OPEN,00:21:32,00:10:12,01:37:47,00:04:00,01:03:14
2192,36,F,F OPEN,00:24:21,00:13:07,01:58:11,00:04:23,01:06:24
2193,36,F,ATH,00:19:58,00:08:24,01:27:05,00:03:34,00:57:04
2194,36,F,F OPEN,00:22:02,00:07:05,01:31:45,00:02:33,01:03:19
2195,36,F,F OPEN,00:29:19,00:13:24,01:47:19,00:04:30,01:01:20
2196,36,F,F OPEN,00:23:50,00:08:54,01:41:56,00:05:06,00:55:22
2200,37,F,F OPEN,00:21:53,00:08:58,01:37:25,00:02:41,00:57:59
2201,37,F,F OPEN,00:18:05,00:06:26,01:22:34,00:01:49,00:55:36
2202,37,F,F OPEN,00:24:40,00:11:49,01:48:58,00:08:07,01:16:01
2204,37,F,F OPEN,00:21:45,00:10:52,01:41:07,00:02:22,00:59:25
2209,37,F,ATH,00:23:37,00:10:44,01:39:23,00:03:38,01:04:15
2210,37,F,F OPEN,00:20:26,00:20:04,02:13:13,00:04:03,01:44:09
2212,37,F,F OPEN,00:21:51,00:10:45,01:39:46,00:02:10,00:45:25
2213,37,F,F OPEN,00:18:26,00:06:40,01:15:04,00:02:59,00:44:05
2214,37,F,F OPEN,00:23:30,00:16:18,01:40:28,00:04:24,01:20:19
2216,37,F,F OPEN,00:27:16,00:10:20,01:35:26,00:02:40,01:03:38
2217,37,F,F OPEN,00:23:36,00:07:21,01:30:38,00:01:50,00:51:53
2218,37,F,F OPEN,00:21:09,00:06:19,01:23:42,00:01:29,00:51:49
2220,37,F,F OPEN,00:33:33,00:14:35,01:42:59,00:08:20,00:58:25
2223,37,F,F OPEN,00:28:50,00:15:15,02:04:03,00:05:14,01:06:49
2224,37,F,F OPEN,00:38:44,00:19:09,02:22:51,00:05:20,01:25:44
2225,37,F,F OPEN,00:29:54,00:16:29,01:53:53,00:04:39,01:00:46
2226,37,F,F OPEN,00:19:32,00:06:20,01:19:45,00:03:02,00:57:25
2227,37,F,F OPEN,00:19:59,00:11:42,01:45:21,00:02:32,00:48:35
2230,37,F,F OPEN,00:22:11,00:11:11,01:58:16,00:02:27,00:53:00
2231,37,F,F OPEN,00:20:55,00:06:24,01:20:28,00:01:30,00:42:57
2232,37,F,F OPEN,00:18:56,00:09:41,01:35:11,00:02:42,00:49:00
2233,37,F,F OPEN,00:24:32,00:10:50,02:08:05,00:04:17,01:05:50
2234,38,F,F OPEN,00:24:12,00:10:56,01:43:28,00:03:18,01:07:16
2235,38,F,F OPEN,00:21:55,00:09:57,01:45:03,00:03:39,01:17:34
2236,38,F,F OPEN,00:22:20,00:11:29,01:50:22,00:05:39,01:04:54
2237,38,F,F OPEN,00:20:45,00:08:51,01:31:35,00:01:59,00:57:53
2238,38,F,F OPEN,00:27:04,00:16:47,01:49:42,00:08:30,01:13:46
2239,38,F,F OPEN,00:22:12,00:05:49,01:30:31,00:02:02,01:05:09
2242,38,F,F OPEN,00:24:14,00:16:34,01:49:15,00:05:23,01:02:13
2243,38,F,F OPEN,00:22:32,00:08:42,01:21:08,00:02:56,00:57:54
2244,38,F,F OPEN,00:17:52,00:07:12,01:31:52,00:02:31,01:01:11
2245,38,F,F OPEN,00:26:53,00:11:44,01:49:33,00:04:38,01:03:49
2246,38,F,F OPEN,00:22:31,00:08:05,01:23:17,00:03:25,00:47:41
2247,38,F,F OPEN,00:26:59,00:11:37,01:59:25,00:04:49,01:26:01
2248,38,F,F OPEN,00:21:54,00:07:54,01:31:54,00:03:48,01:01:18
